,screen_name,lang,followers_count,friends_count,cluster_name,cluster_country,description
3379,BaerbelHoehn,de,12453,1377,German-Austrian,Germany_Austria,"MdB, Grüne, Vorsitzende des Umweltausschusses, Mitglied im Bundesparteirat"
3380,JuliaKloeckner,de,38273,1212,German-Austrian,Germany_Austria,"Landes- und Fraktionsvorsitzende der CDU Rheinland-Pfalz, stellv. CDU-Bundesvorsitzende"
3381,martindelius,de,9940,875,German-Austrian,Germany_Austria,"Liest, schreibt, redet (viel) und isst meist in Berlin. Stadt statt Strand. Privat twittern Viele Vieles. Quasi parteilos. No comments needed."
3382,StefanLeifert,de,12152,876,German-Austrian,Germany_Austria,ZDF-Korrespondent im Studio Brüssel. Views: my own. RTs: someone else's.
3383,Seb666,en,596,727,German-Austrian,Germany_Austria,Existenzgründer in Sachen @LivestreamFfm. Team-Mitglied beim @wmfra. In der Orga der @openmindkonf.  Header-Bild von @FreXxX.
3384,AliCologne,de,5988,986,German-Austrian,Germany_Austria,"Schwuler, atheistischer, türkischer Mensch. Ateist, eşcinsel, insan. #ATE - Insan haklari aktivisti - @PdHumanisten Partei der Humanisten http://t.co/585sIlBqFk"
3385,eigensinn83,en,2287,1767,German-Austrian,Germany_Austria,Klingonist. Student. Observer. Retweeter. Pirate. Philosopher. Occasional Satirist. Democracy Junkie.
3386,herrconin,de,1550,1998,German-Austrian,Germany_Austria,"Unternehmer, politisch unzufrieden - deshalb Pirat, Freigeist, nicht immer einfach, drei Dinge die ich nicht abkann: Dummheit, Besserwisser und Ideologen"
3387,rupprECHT,de,4092,1684,German-Austrian,Germany_Austria,Kommunikation & Content - aus Leidenschaft! | @rupprECHT liebt es zu twittern
3388,OlliLuksic,de,2537,1218,German-Austrian,Germany_Austria,Vorsitzender FDP Saar.
3389,SeeroiberJenny,de,6895,639,German-Austrian,Germany_Austria,"Flucht nach vorne! Und immer auf die Mitte zielen! - politisch motiviert - Synchronschauspielerin, Kommunalpolitikerin, Sängerin, Antirassistin"
3390,St3fanHans3n,de,1684,1768,German-Austrian,Germany_Austria,"Ex-Pirat, Parteilos, #Progressiv"
3391,JRehborn,en,1582,1758,German-Austrian,Germany_Austria,"Sprecher der LAG Demokratie und Recht von @GrueneNRW - Jurastudent, Dortmund. [He/His]"
3392,incredibul,de,2765,1519,German-Austrian,Germany_Austria,Interface- und Kommunikationsdesigner. Autor von http://t.co/cq3cxckMXU. Progressive Plattform.
3393,IreneMihalic,de,1876,387,German-Austrian,Germany_Austria,"Mitglied des Deutschen Bundestages
Fraktion BÜNDNIS 90/DIE GRÜNEN
@GrueneBundestag

Mitglied des Landesvorstandes
BÜNDNIS 90/DIE GRÜNEN NRW
@gruenenrw"
3394,alusruh,de,1394,1295,German-Austrian,Germany_Austria,pic by @feenzeit #Progressive Plattform Mensch wiedermal im Umbruch Filmemacherin/Heilpraktikerin(Psych) Medientrainings.
3395,kpeterlBW,de,1474,1054,German-Austrian,Germany_Austria,"#Queerpolitik, #Antifaschismus, #Netzpolitik, #Datenschutz, ist in: DIE LINKE.BaWü, Ema.Li, fds. pPlattform, LSVD. AfD-zertifizierter „linker Wortführer“."
3396,BLZonline,de,54457,474,German-Austrian,Germany_Austria,Neues aus der Hauptstadt von Berlins größter Abonnement-Zeitung.  Impressum: http://t.co/2aSof353h1
3397,spdberlin,de,7056,1130,German-Austrian,Germany_Austria,SPD Berlin - Informationen aus dem Kurt-Schumacher-Haus • Impressum: http://t.co/psdY5Sv0z5
3398,RoHeinrich,de,1387,282,German-Austrian,Germany_Austria,"Leiter der GRÜNEN Kampagnen- und Öffentlichkeitsarbeit, twittert hier privat."
3399,OezcanMutlu,en,6105,763,German-Austrian,Germany_Austria,Mitglied des Bundestages - Federal Alman Milletvekili - Member of the German Bundestag - Sprecher für Sport- und Bildungspolitik - Bündnis 90/Die Grünen
3400,spdhh,de,6561,527,German-Austrian,Germany_Austria,"Der offizielle SPD Hamburg Twitter-Account. Folge uns für politische Nachrichten, Themen und Veranstaltungen."
3401,LucasGerrits,de,1452,850,German-Austrian,Germany_Austria,"Grüner Junior Berater bei @SquirrelInfo. Master-Student der GWK an der UdK Berlin. Politik, Kommunikation, Freiheit und HipHop."
3402,rponline,de,104984,1242,German-Austrian,Germany_Austria,"Hier twittert die Redaktion von RP ONLINE, dem Internet-Portal der Rheinischen Post. Das Impressum finden Sie unter http://t.co/JVDnur67"
3403,ksta_news,de,26162,2192,German-Austrian,Germany_Austria,Hier twittert die Online-Redaktion des Kölner Stadt-Anzeiger. Wer wir sind: http://t.co/S08M35K9qe | Impressum: http://t.co/GdfHCY2v6i
3404,svenlehmann,en,4750,1668,German-Austrian,Germany_Austria,"Grün.Links.Libertär // Mindestens 4 Leidenschaften: Gleichstellung, Gerechtigkeit, Freiheit, Schlager // Pro-#BGE // Vorsitzender GRÜNE NRW (@gruenenrw)"
3405,SylviaLoehrmann,de,2298,643,German-Austrian,Germany_Austria,"Stellvertretende Ministerpräsidentin, Ministerin für Schule und Weiterbildung des Landes NRW."
3406,gruenenrw,de,8445,1775,German-Austrian,Germany_Austria,"Aktuelle Infos, interessante Links und Live-Berichterstattungen."
3407,Piratenpartei,de,126507,14617,German-Austrian,Germany_Austria,"Für Freiheit, Grundrechte in Informationsgesellschaft, Transparenz. Faires Urheberrecht & gegen Überwachung, Zensur.  @SG_SocialMedia, http://t.co/k9TaTIiSTm"
3408,MarySheep,en,2222,1056,German-Austrian,Germany_Austria,"Jan-Torben und Cassandra, wenn ihr nicht sofort aufhört, reaktionäre Schimpfwörter zu tanzen, bekommt ihr keinen Kastanienpudding! Was mit PR und Social Media"
3409,Boomel,de,2920,3185,German-Austrian,Germany_Austria,"Papa, Pirat, Terrorist, Stormchaser, ex-Waidler, irgendwas mit IT, 0172/8872372, ben@inpiraten.de 0xACC8A393"
3410,Lars9596,en,32762,27100,German-Austrian,Germany_Austria,"Love Life, Embrace Its Possibilities & Enjoy My Way.
See Favstar: http://t.co/mR5dA3qqIC 
Follow back real people with content. RT's are not an endorsement."
3411,PiratenNDS,de,3509,1556,German-Austrian,Germany_Austria,"Für die Piratenpartei Niedersachsen twittern offiziell: @BGErrit (GB), @dehsur (SR) und @mister_burns (KP)"
3412,frederics,de,2245,2131,German-Austrian,Germany_Austria,"Kreisvorsitzender der Jungen Union Main-Taunus, Chefredakteur des Löwenmauls @juhessen, CDU-Stadtverordneter in Eschborn, Fotograf, Eintracht-Fan, Laufsport"
3413,neuholder,de,3243,911,German-Austrian,Germany_Austria,"Redakteur bei Profil. Sucht im Empörium privat nach Zwischentönen, Fakten, Humor. 

Works @ austrian weekly profil"
3414,kreon_nrw,de,1495,441,German-Austrian,Germany_Austria,"Piratenpartei Düsseldorf;
MdL Landtag NRW;
Geograph, Informations- & Medienwissenschaftler;
Verkehrspolitik, ÖPNV, Bauen, Wohnen, Stadtentwicklung, Forschung"
3415,Schmidtlepp,en,28041,615,German-Austrian,Germany_Austria,"In den letzten 30 Sekunden Deines Lebens wird niemand erscheinen, der Dir nen Preis für ein besonders langweiliges Leben verleihen wird …"
3416,dielinkeberlin,en,3683,1016,German-Austrian,Germany_Austria,"Politik, links, Berlin. Hier gibt's Infos, Termine, Meinung, Sachen, die uns auffallen, und natürlich Debatte. Wer schreibt? Meist Sebastian, Tomtom, Nik."
3417,BrunoGertKramm,de,6960,1096,German-Austrian,Germany_Austria,"Papa, Labelchef, Musiker, Postmaterialist, Commonist, Postmarxist #TTIP #CETA #TISA Kritiker. Foto: @bartjez"
3418,FYEG,en,5330,1126,German-Austrian,Germany_Austria,The Federation of Young European Greens. Youth wing of the @EuropeanGreens and home to over 40 Young Green organizations from all over Europe!
3419,elreystadesnudo,en,3340,1155,German-Austrian,Germany_Austria,geek - engineer - libertarian - let the truth and the freedom rule your life - http://t.co/86tecBvLbN. Author of @perfectopia
3420,BlackBuccaneer,de,1472,1954,German-Austrian,Germany_Austria,"Begeisterter Übersetzer, liebender Papi, unproduktiver Musiker. Noch-Mitglied bei #Piraten, Schon-Mitglied bei #NeueLiberale – torn between two lovers."
3421,TraffikNews_de,de,1577,1302,German-Austrian,Germany_Austria,"Kritisches Magazin zum Thema #Menschenhandel und verwandten Themen u.a #Migration, #Sexarbeit, #Menschenrechte, #Diskriminierung, #Arbeit http://t.co/tHAXRYaauW"
3422,hillecrane,en,1566,175,German-Austrian,Germany_Austria,"MdL und Vorsitzender der links-liberalen Fraktion im Landtag des Saarlandes. michael.hilberer@piratenfraktion-saarland.de, aka Captain Saarland"
3423,b_riexinger,de,4832,145,German-Austrian,Germany_Austria,Vorsitzender der Partei DIE LINKE
3424,Drachenrose,de,1279,298,German-Austrian,Germany_Austria,Ich bin die Dame in Schwarz - Gotik ist meine Seele
3425,dvg,de,21401,1889,German-Austrian,Germany_Austria,"macht Social-Media bei der @SZ (@SZ_Langstrecke), versteht Kultur als Software (@neueversion) und mag Internet-Quatsch (@phaenomeme & @ZDF_15Minfame)"
3426,textundblog,de,5206,333,German-Austrian,Germany_Austria,"Blogger, hispanicist, and librarian at Hamburg State and University Library @StabiHH."
3427,JoernPL,de,3008,3047,German-Austrian,Germany_Austria,#Netzpolitik #Bürgerrechte #Datenschutz #AntiAKW #FCSP Office @KonstantinNotz stellvertr. Fraktionsvorsitzender  @GrueneBundestag
3428,dieLinke,de,65455,794,German-Austrian,Germany_Austria,Offizieller Twitter-Account von DIE LINKE
3429,MichelJungwirth,de,5517,1068,German-Austrian,Germany_Austria,"Innenpolitik-Chef KLEINE ZEITUNG 
Bin hier privat und twittere meine Sicht der Dinge"
3430,theeuropean,de,24045,22511,German-Austrian,Germany_Austria,"Hier twittert das Debatten-Magazin The European.
Mehr über uns: http://t.co/uHAIVKXJDe"
3431,cicero_online,de,60620,4904,German-Austrian,Germany_Austria,Cicero ist das Magazin für politische Kultur. Twitter führt Sie zu unseren aktuellen Updates auf http://t.co/WZMOqyQHW7
3432,herrurbach,en,7607,622,German-Austrian,Germany_Austria,"Kalenderspruch. 

Bukowski-Zitat. 

So deep."
3433,FRonline,de,70592,295,German-Austrian,Germany_Austria,Hier twittern Redakteure der Digitalen Redaktion der Frankfurter Rundschau. | Rhein-Main: @FRlokal | Sport: @FR_sport | Impressum: http://t.co/XkpxCCUvP4
3434,PiratenHessen,de,3140,298,German-Austrian,Germany_Austria,Offizieller Twitteraccount des Landesverbandes Hessen @Piratenpartei Deutschland. Pressesprecher @musikpirat und SocialMedia-Team @derschnappi (/as) etc
3435,gelsen,de,2643,2216,German-Austrian,Germany_Austria,"Politik, Pandabären, Social Media, Fußball und Düsseldorf. Tweets sind meine private Meinung. was auch sonst? ;)"
3436,bund_net,de,26852,429,German-Austrian,Germany_Austria,Bund für Umwelt und Naturschutz Deutschland e.V. / Friends of the Earth Germany / Impressum: http://t.co/jLhQuNDIoG
3437,anuschka78,de,4067,1035,German-Austrian,Germany_Austria,PR Manager at @steganos. Tweeting about politics and technology. Foto: @bartjez
3438,SabineMartiny,de,1811,1277,German-Austrian,Germany_Austria,"Freie Malerin, Bildung + Kultur, Koffer in Berlin,  stellvertr. Fraktionsvorsitzende der Fraktion DieLINKE/PIRATEN im Kreistag PB"
3439,TiloJung,en,22097,993,German-Austrian,Germany_Austria,Freier Chefredakteur | Free Editor-in-Chief since 1985 | Creator of @JungNaiv & @CybertReport | Part of @AufwachenPod (EN/DE)
3440,humanErr,en,1415,2000,German-Austrian,Germany_Austria,"open(gov|data|source), datenschutz, innenpolitik, LTnrw"
3441,eurotopics,de,2392,624,German-Austrian,Germany_Austria,30 Länder - 300 Medien - 1 Presseschau @eurotopics_en @eurotopics_fr
3442,FAZ_Wirtschaft,de,68737,24,German-Austrian,Germany_Austria,Aktuelle Wirtschaftsnachrichten aus der Frankfurter Allgemeinen Zeitung. Impressum: http://t.co/4mLbYab3LZ
3443,SabineLeidig,de,3301,1842,German-Austrian,Germany_Austria,"Kapitalismuskritik, linke Verkehrspolitik, Ökologie"
3444,krautreporter,de,38422,1837,German-Austrian,Germany_Austria,Ermögliche gemeinsam mit uns werbefreien und unabhängigen Journalismus im Netz. Impressum: https://t.co/kI5ySlFuWc
3445,klauspeukert,de,5605,3,German-Austrian,Germany_Austria,"Dies über alles: Dir selber sei treu! Und daraus folgt, so wie die Nacht dem Tage, du kannst nicht falsch sein gegen irgendwen - Foto: @ben_de_biel"
3446,Die_Gruenen,de,153506,5710,German-Austrian,Germany_Austria,"Willkommen beim Grünen-Twitter. Die Online-Redaktion (@RoHeinrich, Jasper Bauer & Jan Prinzwald) freut sich über Follower!"
3447,flexi_bell,de,3190,934,German-Austrian,Germany_Austria,Musik. Pirat. Greenpeace. Energie. Psychologie. Humanismus. Transparenz. Urheberrecht. Privatsphäre. Basisdemokratie. Science-Fiction. Bildung. BGE. Informatik.
3448,NewelMedia,de,1753,1838,German-Austrian,Germany_Austria,MedienFabrik - MedienConsulting - MedienWatch
3449,thodenk,de,9456,1056,German-Austrian,Germany_Austria,Berlin-Korrespondent von Süddeutsche.de. Hier aber meist privat unterwegs.
3450,fhomburger,de,4328,1995,German-Austrian,Germany_Austria,Nachrichtenchef @dpa ••• Deutsche Presse-Agentur
3451,swenschulz,de,2584,2105,German-Austrian,Germany_Austria,SPD-Bundestagsabgeordneter für Berlin-Spandau und Charlottenburg-Nord
3452,WienerZeitung,de,9699,471,German-Austrian,Germany_Austria,"Internationale Tageszeitung aus Wien. Zusammenhänge verstehen.
Seit 1703."
3453,Ralf_Stegner,de,18702,822,German-Austrian,Germany_Austria,Landes- und Fraktionsvorsitzender der #SPD in #SchleswigHolstein und Stellvertretender SPD Parteivorsitzender.
3454,georgprack,de,2428,590,German-Austrian,Germany_Austria,Landessprecher der Wiener Grünen
3455,steinlechnerdan,de,3687,1549,German-Austrian,Germany_Austria,Redakteur bei NEWS.
3456,MonikaHerrmann1,de,2861,2148,German-Austrian,Germany_Austria,Bürgermeisterin in #xhain
3457,HubertSickinger,de,28939,878,German-Austrian,Germany_Austria,"Politikwissenschafter. Twittere unter anderem über österreichische Politik, Informationsfreiheit, Parteienfinanzierung und Korruption."
3458,gutjahr,en,66307,2303,German-Austrian,Germany_Austria,"Journalist und Blogger, seiner Zeit oft voraus und fast immer zu spät"
3459,ennolenze,de,5067,1318,German-Austrian,Germany_Austria,"CEO Berlin Story Bunker + Verlag, Vorstand Historiale e.V., reist durch Kurdistan (Irak) FB https://t.co/QoEnihLLxx"
3460,MeineAbg,de,2958,811,German-Austrian,Germany_Austria,Die erste Transparenzdatenbank für Österreichs Politikerinnen und Politiker.
3461,twittprognosis,de,3223,76,German-Austrian,Germany_Austria,Polls about upcoming national and European #elections in EU28. World's only continuously updated European election prognosis for the EU28. #ekloges2015_round2
3462,klauslederer,de,2772,1122,German-Austrian,Germany_Austria,Landesvorsitzender von @dielinkeberlin und Mitglied des Abgeordnetenhauses.
3463,MatthiasCremer,de,7054,547,German-Austrian,Germany_Austria,"Fotograf beim Standard 

http://t.co/nGcQxvLswO"
3464,dieGamon,en,3599,1049,German-Austrian,Germany_Austria,I don't give a fuck about your moral superiority | NEOS Wien
3465,fidelisamica,de,1377,883,German-Austrian,Germany_Austria,"Mensch mit Fehlern und voller Visionen - Politik, Liquid Democracy, (e)Partizipation, Antifaschistin"
3466,RafaelBuchegger,en,2845,1781,German-Austrian,Germany_Austria,Autor & Zeitungsleser
3467,gruenewien,de,6806,2461,German-Austrian,Germany_Austria,Machen wir Wien besser. Jeden Tag ein Stück.
3468,HuffPostDE,de,63176,333,German-Austrian,Germany_Austria,Die deutsche Ausgabe der Huffington Post
3469,hb_join,de,3074,2733,German-Austrian,Germany_Austria,"für freiheit, liquid democracy, bürgerrechte, bildung, transparenz, offene zivilgesellschaft, bürokratieabbau | gegen apathie, entmündigung, überwachungsstaat"
3470,chorherr,de,11758,624,German-Austrian,Germany_Austria,just visit my blog.passion: http://t.co/Ef8E3pL7jN
3471,mKotlowski,de,3750,2905,German-Austrian,Germany_Austria,CEO Mediacluster Vienna Holding / WienHolding Medien http://t.co/pyYgEkawm8 / @wien24 / Partner #GenSummit 2016 / @R9Austria NEU auf ASTRA 11273 MHz
3472,tazgezwitscher,de,314026,970,German-Austrian,Germany_Austria,"tazgezwitscher ist das Twitterangebot der taz.die tageszeitung, ermöglicht von über 15.000 GenossInnen.  Alle Schlagzeilen von taz.de unter @taz_news"
3473,sarahas_san,de,3483,1413,German-Austrian,Germany_Austria,"Zivil ungehorsame Journalistin, Bürgerrechtsaktivistin. Schlecht gelaunt. Mag das Internet und bewahrt Unruhe. Bloggt auf sarahassan.at"
3474,AnChVIE,de,2237,1546,German-Austrian,Germany_Austria,Glaubensbekenntnis: Hanlon's razor
3475,LandauDaniel,de,4643,2168,German-Austrian,Germany_Austria,"tachles reden! - und dabei keine Ruhe geben, bis jedes(!) Kind guten Zugang zu besserer Bildung hat!"
3476,OliveraStajic,en,8239,1013,German-Austrian,Germany_Austria,CvD bei derStandard.at (Austrian Daily Newspaper online) / Leiterin von daStandard.at   Ab und zu sehr privat hier.
3477,DerfairePirat,de,1315,1997,German-Austrian,Germany_Austria,"Eine neue Politikkultur entwickeln. Für Respekt, gegen Ausgrenzung und Unterdrückung."
3478,akvorrat,de,19016,2249,German-Austrian,Germany_Austria,"Zusammenschluss von Bürgerrechtler.innen, Datenschützer.innen & Internet-Nutzer.innen und kämpft gegen Überwachung und Vorratsdatenspeicherungen"
3479,Claus_Pandi,de,8581,1,German-Austrian,Germany_Austria,
3480,isasun,de,10828,2147,German-Austrian,Germany_Austria,"Ex-Head of News, Gov & Politics @TwitterDE, now traveling | Co-founder of @Rolemodels | White chocolate enthusiast & runner."
3481,annelinja,de,11073,11672,German-Austrian,Germany_Austria,Läuft bei mir.
3482,ppsde,en,12033,1011,German-Austrian,Germany_Austria,"Piratenpartei Schweiz – für die Informationsgesellschaft: Transparenz, Bürgerrechte, Humanismus, Freiheit, Inklusion, Demokratie. info@piratenpartei.ch"
3483,olobo,de,7043,870,German-Austrian,Germany_Austria,"Autor, Kultursprecher der Grünen Wien"
3484,webrebell,de,1881,955,German-Austrian,Germany_Austria,a mad man with a black box
3485,haraldwalser,de,3081,363,German-Austrian,Germany_Austria,"hat vor allem Fußball im Kopf, zum Ausgleich ein wenig Politik! Na ja, auch das noch: Grüner Nationalrat und Bildungssprecher."
3486,piratenrlp,de,3856,3407,German-Austrian,Germany_Austria,"Die Piratenpartei kämpft für Freiheit und Bürgerrechte in der Informationsgesellschaft, für Transparenz und ein faires Urheberrecht. Kämpfe mit uns!"
3487,PolitikStandard,de,4564,466,German-Austrian,Germany_Austria,Politische Berichterstattung der Tageszeitung DER STANDARD. Impressum: http://t.co/3QiMz573wR
3488,BILD,de,970737,536,German-Austrian,Germany_Austria,Hier twittern die BILD-Redaktion in Berlin und die Reporter aus aller Welt · Impressum: http://t.co/YfZZQPyBRS
3489,chmelar_dieter,de,20764,2733,German-Austrian,Germany_Austria,Kein Pardon im Salon
3490,SektionAcht,de,2782,459,German-Austrian,Germany_Austria,"Blog: http://t.co/2Q7hVpuh 
Facebook: http://t.co/006X6VUF"
3491,j_uekermann,de,3377,671,German-Austrian,Germany_Austria,Juso-Bundesvorsitzende
3492,Svejk,de,4035,1740,German-Austrian,Germany_Austria,"ÖVP Bundespartei: Leiter Abteilung Web & Social Media, derzeit ÖVP Wien. Themen: Politik & Social Media"
3493,SPOE_at,de,6853,400,German-Austrian,Germany_Austria,Sozialdemokratische Partei Österreichs *** PolitikerInnen / Team auf Twitter: http://t.co/2Iyz2YTbUF *** Die Redaktion freut sich über Follower!
3494,HansArsenovic,de,4876,1195,German-Austrian,Germany_Austria,Sprecher @GrueWi Wien - Wirtschaftskammer Wien #Wiparl - GF SunCompany - @WienerViktoria (Wiener Stadtliga)
3495,FischerKurt,en,1826,2002,German-Austrian,Germany_Austria,Bürgermeister von Lustenau | macht hin und wieder Lieder | gerne vernetzt | w*ortbegeistert || Mayor of Lustenau | singer-songwriter | web rider | word nerd
3496,ClaudiaZettel,en,6336,350,German-Austrian,Germany_Austria,"Foreigner. Writer. Journalist @ Kurier & Deputy Editor-in-Chief @futurezoneat. Interested in Media, Tech, Politics, Music. Loves Cats, Owls and Squirrels."
3497,rudifussi,de,11293,1387,German-Austrian,Germany_Austria,"Kommuniziert gerne und ist stubenrein | @mindworker_at | Meist gut gelaunt und pflegeleicht, außer es passt ihm was nicht."
3498,blochbihler,de,2545,441,German-Austrian,Germany_Austria,"Außen- und menschenrechtspolitische Sprecherin der @GreensEP, Team twittert mit | Foreign Affairs and Human Rights spokeswoman of @GreensEP, team tweets too"
3499,erichnuler,de,1797,274,German-Austrian,Germany_Austria,Derzeit staatlich anerkannter Eigenkindbetreuer. Nebenjob Twitter. Nach der Sintflut Journalist und Politik-Ressortleiter bei Heute.
3500,katjakipping,de,29127,259,German-Austrian,Germany_Austria,Mitglied des Bundestages und Vorsitzende der Partei DIE LINKE.    Es schreiben hier Katja Kipping und ihr Team.
3501,lou_lorenz,de,43311,744,German-Austrian,Germany_Austria,"#ZiB2-Moderatorin, Ex-Gastarbeiterin beim #orfreport, Lehrbeauftragte an der #FHWien, twittere ausschließlich im eigenen Namen"
3502,oe1journale,de,7018,1334,German-Austrian,Germany_Austria,"Information für Anspruchsvolle, ganz offiziell vom Informations- und Kultursender Ö1. #ö1journale."
3503,Kreuzer1965,en,2337,1889,German-Austrian,Germany_Austria,"Volker Pispers bis neulich 2014
http://t.co/lQGCG20Ygc"
3504,wmoitzi,de,3129,562,German-Austrian,Germany_Austria,Ärgert sich oft über die Politik im Allgemeinen und der SPÖ im Speziellen
3505,Housetier84,de,1465,805,German-Austrian,Germany_Austria,Bin geschäftlich hier. Tweets gehören der BRD GmbH und werden von den Zionist*innen finanziert.
3506,OljaAlvir,en,2964,583,German-Austrian,Germany_Austria,Jugošlawienerin
3507,jusos,de,11549,1028,German-Austrian,Germany_Austria,"Wir sind links – feministisch – sozialistisch.
Impressum: http://t.co/XuomDSLvby"
3508,AndrejHunko,de,3287,2032,German-Austrian,Germany_Austria,"MdB @linksfraktion | EU-Ausschuss | Mitglied Parlamentarische Versammlung Europarat | Politik-, Sozial-, Monitoring-, Sozialcharta-, Konfliktpäventionausschuss"
3509,oklara,de,1619,648,German-Austrian,Germany_Austria,EINFACH sein und einfach SEIN.  psychoanalysen. beruflich und privat.
3510,eminenz,de,5126,1517,German-Austrian,Germany_Austria,Journalist und Projekt-Manager mit eigener Meinung | Onliner aus Überzeugung | derzeit bei ORF.at | Hier ist die Meinung privat
3511,queer_de,en,9203,2144,German-Austrian,Germany_Austria,Aktuelles aus der Redaktion von Deutschlands großem LGBT-Portal. Impressum: http://t.co/naMD3xyOml
3512,krippmarie,de,3752,3117,German-Austrian,Germany_Austria,"Ich bin sehr interessiert an Geschichte und Politik-
Vor allem lese und lache ich sehr gerne! Wer mir folgt muss auch mal eine andere Meinung vertragen können!"
3513,HeikeHaensel,de,2840,1032,German-Austrian,Germany_Austria,"MdB | Entwicklungspolitische Sprecherin der @linksfraktion
German MP, Spokeswoman for development and economic cooperation
The Left parliamentary group"
3514,oevp,de,3548,267,German-Austrian,Germany_Austria,"Offizieller Twitter-Kanal der ÖVP Bundespartei mit aktuellen Statements, Reaktionen und Hintergrundinfos. http://t.co/fL4ybrPtj4"
3515,zeitonline_all,de,15128,2,German-Austrian,Germany_Austria,"Der automatische Twitterfeed von ZEIT ONLINE - aktuelle Nachrichten und Hintergründe aus Politik, Wirtschaft, Gesellschaft, Kultur, Wissen und Sport."
3516,Julia_Ortner,de,8868,250,German-Austrian,Germany_Austria,"Journalistin / stv. Chefredakteurin
Ressortleiterin Politik und Medien, News"
3517,raphstar,de,1973,952,German-Austrian,Germany_Austria,Kabinett des österreichischen Bundeskanzlers: Europa und Internationales
3518,JilNik,en,4430,4491,German-Austrian,Germany_Austria,"Journalist, Die Presse // At the end of the storm, there's a golden sky."
3519,KollegeJansen,de,1457,978,German-Austrian,Germany_Austria,"Den einen zu radikal, den anderen nicht radikal genug. Teil der @pplattform"
3520,KPOE_EL,de,2103,2014,German-Austrian,Germany_Austria,"Kommunistische Partei Österreichs (KPÖ)
Austrian Communist Party
Partido Comunista de Austria
Komunistická strana Rakouska
Коммунистическая партия Австрии"
3521,AnonNewsDE,de,30410,285,German-Austrian,Germany_Austria,"Decentralized Account for #Anonymous Germany (Anonymous Deutschland) - #AND - Youtube: http://t.co/7hgco7WEqv |
G+: http://t.co/HGuXxFrKs0 |"
3522,jan_wienken,en,2304,1998,German-Austrian,Germany_Austria,"Ceterum censeo ISIS esse delendam,"
3523,AndreasSimhofer,de,4126,2106,German-Austrian,Germany_Austria,orf teletext & radio-information / http://t.co/AeZ4GmCCmr / austria wien / twittern = privatsache
3524,1xKlaudius,de,2524,2339,German-Austrian,Germany_Austria,Kritisch - politisch        Bio.... Links.....sozial.... aktiv
3525,WernerReisinger,en,5729,1172,German-Austrian,Germany_Austria,"journalist @ ORF | occasional writer | northern soul | politik, zeitgeschichte, gesellschaft & popkultur. my work and my personal opinion."
3526,Wohli,de,3469,1133,German-Austrian,Germany_Austria,Digitaler Zukunftsoptimist mit Vorlieben für Politik und guten Kaffee. Manager Online-Kommunikation @ALBAGroup. #Berlin #FCB #SERC
3527,Eaglepowder,de,6718,3557,German-Austrian,Germany_Austria,★ Social Communicator ★ Passionate Cook ★ Food Nerd ★ Twitski ★ Vespa Rider ★ Wine Lover ★Social Media Agentur★ Wiener ★ All-In-One ★
3528,Svenja_Eck,en,1541,1047,German-Austrian,Germany_Austria,"Es gibt nichts Gutes, außer: man tut es! Für eine Willkommenskultur, in der alle sich wohlfühlen. Schauspielerin, Antirassistin, BGE-Aktivistin"
3529,GefionT,de,3571,638,German-Austrian,Germany_Austria,"iPhD WebScience student @unisouthampton
Interested in how the web changes processes in organisations and politics."
3530,SusanneSchnabl,en,6825,671,German-Austrian,Germany_Austria,Journalistin/Moderatorin #ORFreport jeden Dienstag 21.05 / ORF2 Twittere hier meine Sicht der Dinge.
3531,spdde,de,121248,3029,German-Austrian,Germany_Austria,Tweets aus der Parteizentrale der #SPD. Auf spd.de gibt's alles rund um sozialdemokratische Politik. Schaut vorbei!
3532,pablodiabolo,en,2460,2220,German-Austrian,Germany_Austria,"spricht für die tiroler umweltlandesrätin (@dieingrid) mit der presse, hier aber nur für sich"
3533,A_Schillhaneck,de,3116,2477,German-Austrian,Germany_Austria,"Wissenschaft & Europa. Sport. Grüne. Vizepräs AbgHaus Berlin. Mag Schokolade, SciFi, Strategiespiele, feminism und mehr. Nicht ganz ironiefrei RT != endorsement"
3534,ARD_Presse,de,53637,815,German-Austrian,Germany_Austria,"Es twittern A. Engelke, I. Steinhausen & H. Heise. Mehr zum ersten TV-Programm bei @DasErste & zum Online-Angebot bei @ARDde. RT ≠ endorse."
3535,tsghessen,de,19191,3054,German-Austrian,Germany_Austria,"Stellvertretender SPD-Vorsitzender, Fraktions- und Landesvorsitzender der HessenSPD sowie stellvertretender Vorsitzender des Kulturforums der Sozialdemokratie"
3536,NDRreporter,de,8087,244,German-Austrian,Germany_Austria,NDR-Reporter berichten hier von aktuellen Ereignissen aus Norddeutschland. | http://t.co/22PDbzkqVx
3537,BR_Presse,de,17712,1085,German-Austrian,Germany_Austria,Twitter-Account des Bayerischen Rundfunks | Alle Kanäle: http://t.co/swXc3Nuyv6 | Kontakt:  http://t.co/xQ5U9dKAMJ
3538,ChernoJobatey,en,23000,174,German-Austrian,Germany_Austria,"Cherno Jobatey, der Fernsehschmunzler (DIE ZEIT)"
3539,lsvd,de,4477,330,German-Austrian,Germany_Austria,"Lesben- und Schwulenverband (LSVD)
Gleiche Rechte: Wir wollen das volle Programm!"
